id,prefix,source_stamp,window_id,network,station,channel,start_time_utc,local_time,label,label_name,rule,label_method,event_id,rms,rms_band,band_ratio,kurtosis_band
AM_romig_traffic_2026-09-09__1283,AM_romig_traffic_2026-09-09,20260914_130103,1283,AM,R3130,EHZ,2026-09-09T16:44:59.995000Z,2026-09-09 08:44 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1702.9,1528.7,0.806,0.94
AM_romig_traffic_2026-09-09__1346,AM_romig_traffic_2026-09-09,20260914_130103,1346,AM,R3130,EHZ,2026-09-09T17:47:59.995000Z,2026-09-09 09:47 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,2173.0,1951.3,0.806,3.83
AM_romig_traffic_2026-09-09__1429,AM_romig_traffic_2026-09-09,20260914_130103,1429,AM,R3130,EHZ,2026-09-09T19:13:59.995000Z,2026-09-09 11:13 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1674.2,1582.3,0.893,1.11
AM_romig_traffic_2026-09-09__1448,AM_romig_traffic_2026-09-09,20260914_130103,1448,AM,R3130,EHZ,2026-09-09T19:35:59.995000Z,2026-09-09 11:35 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,2450.1,2149.3,0.77,1.13
AM_romig_traffic_2026-09-09__1461,AM_romig_traffic_2026-09-09,20260914_130103,1461,AM,R3130,EHZ,2026-09-09T19:48:59.995000Z,2026-09-09 11:48 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1813.9,1725.5,0.905,1.07
AM_romig_traffic_2026-09-09__1465,AM_romig_traffic_2026-09-09,20260914_130103,1465,AM,R3130,EHZ,2026-09-09T19:55:59.995000Z,2026-09-09 11:55 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1411.0,1270.7,0.811,0.73
AM_romig_traffic_2026-09-09__1481,AM_romig_traffic_2026-09-09,20260914_130103,1481,AM,R3130,EHZ,2026-09-09T20:11:59.995000Z,2026-09-09 12:11 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,2123.1,1743.5,0.674,0.5
AM_romig_traffic_2026-09-09__1486,AM_romig_traffic_2026-09-09,20260914_130103,1486,AM,R3130,EHZ,2026-09-09T20:16:59.995000Z,2026-09-09 12:16 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1773.1,1602.3,0.817,0.51
AM_romig_traffic_2026-09-09__1558,AM_romig_traffic_2026-09-09,20260914_130103,1558,AM,R3130,EHZ,2026-09-09T21:31:59.995000Z,2026-09-09 13:31 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1631.9,1392.0,0.728,0.9
AM_romig_traffic_2026-09-09__1570,AM_romig_traffic_2026-09-09,20260914_130103,1570,AM,R3130,EHZ,2026-09-09T21:43:59.995000Z,2026-09-09 13:43 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1459.9,1284.9,0.775,1.35
AM_romig_traffic_2026-09-09__1584,AM_romig_traffic_2026-09-09,20260914_130103,1584,AM,R3130,EHZ,2026-09-09T21:57:59.995000Z,2026-09-09 13:57 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1520.5,1407.2,0.857,1.85
AM_romig_traffic_2026-09-09__1596,AM_romig_traffic_2026-09-09,20260914_130103,1596,AM,R3130,EHZ,2026-09-09T22:12:59.995000Z,2026-09-09 14:12 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1256.9,1160.4,0.852,0.39
AM_romig_traffic_2026-09-09__1620,AM_romig_traffic_2026-09-09,20260914_130103,1620,AM,R3130,EHZ,2026-09-09T22:36:59.995000Z,2026-09-09 14:36 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1540.3,1463.0,0.902,1.2
AM_romig_traffic_2026-09-09__1648,AM_romig_traffic_2026-09-09,20260914_130103,1648,AM,R3130,EHZ,2026-09-09T23:04:59.995000Z,2026-09-09 15:04 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1752.6,1669.4,0.907,5.29
AM_romig_traffic_2026-09-09__1759,AM_romig_traffic_2026-09-09,20260914_130103,1759,AM,R3130,EHZ,2026-09-10T00:55:59.995000Z,2026-09-09 16:55 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1647.9,1548.0,0.882,0.87
AM_romig_traffic_2026-09-09__1843,AM_romig_traffic_2026-09-09,20260914_130103,1843,AM,R3130,EHZ,2026-09-10T02:19:59.995000Z,2026-09-09 18:19 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,694.5,652.3,0.882,4.44
AM_romig_traffic_2026-09-09__1850,AM_romig_traffic_2026-09-09,20260914_130103,1850,AM,R3130,EHZ,2026-09-10T02:26:59.995000Z,2026-09-09 18:26 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1241.1,1214.2,0.957,5.92
AM_romig_traffic_2026-09-09__1876,AM_romig_traffic_2026-09-09,20260914_130103,1876,AM,R3130,EHZ,2026-09-10T02:52:59.995000Z,2026-09-09 18:52 Wed,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,947.6,895.2,0.892,14.0
AM_romig_traffic_2026-09-09__951,AM_romig_traffic_2026-09-09,20260914_130103,951,AM,R3130,EHZ,2026-09-09T09:09:59.995000Z,2026-09-09 01:09 Wed,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,296.9,268.2,0.816,46.42
AM_romig_traffic_2026-09-09__1022,AM_romig_traffic_2026-09-09,20260914_130103,1022,AM,R3130,EHZ,2026-09-09T10:20:59.995000Z,2026-09-09 02:20 Wed,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,354.3,332.5,0.881,45.53
AM_romig_traffic_2026-09-09__1029,AM_romig_traffic_2026-09-09,20260914_130103,1029,AM,R3130,EHZ,2026-09-09T10:27:59.995000Z,2026-09-09 02:27 Wed,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,534.6,514.5,0.926,45.08
AM_romig_traffic_2026-09-09__1097,AM_romig_traffic_2026-09-09,20260914_130103,1097,AM,R3130,EHZ,2026-09-09T11:38:59.995000Z,2026-09-09 03:38 Wed,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,825.0,809.0,0.961,9.13
AM_romig_traffic_2026-09-09__1137,AM_romig_traffic_2026-09-09,20260914_130103,1137,AM,R3130,EHZ,2026-09-09T12:18:59.995000Z,2026-09-09 04:18 Wed,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,693.6,664.8,0.919,116.92
AM_romig_traffic_2026-09-09__1148,AM_romig_traffic_2026-09-09,20260914_130103,1148,AM,R3130,EHZ,2026-09-09T12:29:59.995000Z,2026-09-09 04:29 Wed,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,915.0,857.9,0.879,4.39
AM_romig_traffic_2026-09-09__1153,AM_romig_traffic_2026-09-09,20260914_130103,1153,AM,R3130,EHZ,2026-09-09T12:34:59.995000Z,2026-09-09 04:34 Wed,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,738.6,718.9,0.947,14.63
AM_romig_traffic_2026-09-09__1169,AM_romig_traffic_2026-09-09,20260914_130103,1169,AM,R3130,EHZ,2026-09-09T12:50:59.995000Z,2026-09-09 04:50 Wed,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,793.8,685.7,0.746,10.25
AM_romig_traffic_2026-09-12__11,AM_romig_traffic_2026-09-12,20260914_130342,11,AM,R1796,EHZ,2026-09-12T09:11:59.996000Z,2026-09-12 01:11 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,309.3,278.1,0.808,13.66
AM_romig_traffic_2026-09-12__13,AM_romig_traffic_2026-09-12,20260914_130342,13,AM,R1796,EHZ,2026-09-12T09:13:59.996000Z,2026-09-12 01:13 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,398.3,372.1,0.873,6.62
AM_romig_traffic_2026-09-12__30,AM_romig_traffic_2026-09-12,20260914_130342,30,AM,R1796,EHZ,2026-09-12T09:30:59.996000Z,2026-09-12 01:30 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,278.9,249.4,0.8,3.04
AM_romig_traffic_2026-09-12__39,AM_romig_traffic_2026-09-12,20260914_130342,39,AM,R1796,EHZ,2026-09-12T09:39:59.996000Z,2026-09-12 01:39 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,269.6,237.5,0.776,1.83
AM_romig_traffic_2026-09-12__40,AM_romig_traffic_2026-09-12,20260914_130342,40,AM,R1796,EHZ,2026-09-12T09:40:59.996000Z,2026-09-12 01:40 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,240.6,202.5,0.709,1.04
AM_romig_traffic_2026-09-12__52,AM_romig_traffic_2026-09-12,20260914_130342,52,AM,R1796,EHZ,2026-09-12T09:52:59.996000Z,2026-09-12 01:52 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,241.3,210.4,0.76,5.44
AM_romig_traffic_2026-09-12__59,AM_romig_traffic_2026-09-12,20260914_130342,59,AM,R1796,EHZ,2026-09-12T09:59:59.996000Z,2026-09-12 01:59 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,322.3,297.6,0.852,6.83
AM_romig_traffic_2026-09-12__83,AM_romig_traffic_2026-09-12,20260914_130342,83,AM,R1796,EHZ,2026-09-12T10:23:59.996000Z,2026-09-12 02:23 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,311.7,286.8,0.846,9.83
AM_romig_traffic_2026-09-12__86,AM_romig_traffic_2026-09-12,20260914_130342,86,AM,R1796,EHZ,2026-09-12T10:26:59.996000Z,2026-09-12 02:26 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,223.1,189.1,0.719,0.08
AM_romig_traffic_2026-09-12__121,AM_romig_traffic_2026-09-12,20260914_130342,121,AM,R1796,EHZ,2026-09-12T11:01:59.996000Z,2026-09-12 03:01 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,278.2,257.4,0.856,6.54
AM_romig_traffic_2026-09-12__122,AM_romig_traffic_2026-09-12,20260914_130342,122,AM,R1796,EHZ,2026-09-12T11:02:59.996000Z,2026-09-12 03:02 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,330.3,300.6,0.829,10.35
AM_romig_traffic_2026-09-12__130,AM_romig_traffic_2026-09-12,20260914_130342,130,AM,R1796,EHZ,2026-09-12T11:10:59.996000Z,2026-09-12 03:10 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,199.2,165.7,0.691,0.08
AM_romig_traffic_2026-09-12__132,AM_romig_traffic_2026-09-12,20260914_130342,132,AM,R1796,EHZ,2026-09-12T11:12:59.996000Z,2026-09-12 03:12 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,444.2,425.0,0.915,7.67
AM_romig_traffic_2026-09-12__146,AM_romig_traffic_2026-09-12,20260914_130342,146,AM,R1796,EHZ,2026-09-12T11:26:59.996000Z,2026-09-12 03:26 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,225.1,200.7,0.795,10.21
AM_romig_traffic_2026-09-12__165,AM_romig_traffic_2026-09-12,20260914_130342,165,AM,R1796,EHZ,2026-09-12T11:48:59.996000Z,2026-09-12 03:48 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,224.5,187.8,0.699,0.11
AM_romig_traffic_2026-09-12__204,AM_romig_traffic_2026-09-12,20260914_130342,204,AM,R1796,EHZ,2026-09-12T12:27:59.996000Z,2026-09-12 04:27 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,355.2,324.6,0.835,3.98
AM_romig_traffic_2026-09-12__208,AM_romig_traffic_2026-09-12,20260914_130342,208,AM,R1796,EHZ,2026-09-12T12:31:59.996000Z,2026-09-12 04:31 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,350.7,322.5,0.846,22.83
AM_romig_traffic_2026-09-12__221,AM_romig_traffic_2026-09-12,20260914_130342,221,AM,R1796,EHZ,2026-09-12T12:44:59.996000Z,2026-09-12 04:44 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,257.1,230.7,0.805,4.8
AM_romig_traffic_2026-09-12__224,AM_romig_traffic_2026-09-12,20260914_130342,224,AM,R1796,EHZ,2026-09-12T12:47:59.996000Z,2026-09-12 04:47 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,870.7,623.9,0.513,7.41
AM_romig_traffic_2026-09-12__225,AM_romig_traffic_2026-09-12,20260914_130342,225,AM,R1796,EHZ,2026-09-12T12:48:59.996000Z,2026-09-12 04:48 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,592.6,448.3,0.572,8.94
AM_romig_traffic_2026-09-12__257,AM_romig_traffic_2026-09-12,20260914_130342,257,AM,R1796,EHZ,2026-09-12T15:20:59.996000Z,2026-09-12 07:20 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,374.9,335.3,0.8,2.82
AM_romig_traffic_2026-09-12__277,AM_romig_traffic_2026-09-12,20260914_130342,277,AM,R1796,EHZ,2026-09-12T15:40:59.996000Z,2026-09-12 07:40 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,472.5,434.2,0.845,7.41
AM_romig_traffic_2026-09-12__292,AM_romig_traffic_2026-09-12,20260914_130342,292,AM,R1796,EHZ,2026-09-12T15:55:59.996000Z,2026-09-12 07:55 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,428.9,379.5,0.783,9.76
AM_romig_traffic_2026-09-12__312,AM_romig_traffic_2026-09-12,20260914_130342,312,AM,R1796,EHZ,2026-09-12T16:18:59.996000Z,2026-09-12 08:18 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,614.2,568.4,0.857,6.58
AM_romig_traffic_2026-09-12__321,AM_romig_traffic_2026-09-12,20260914_130342,321,AM,R1796,EHZ,2026-09-12T16:27:59.996000Z,2026-09-12 08:27 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,792.1,705.3,0.793,26.11
AM_romig_traffic_2026-09-12__434,AM_romig_traffic_2026-09-12,20260914_130342,434,AM,R1796,EHZ,2026-09-12T18:23:59.996000Z,2026-09-12 10:23 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,803.4,766.2,0.909,6.25
AM_romig_traffic_2026-09-12__478,AM_romig_traffic_2026-09-12,20260914_130342,478,AM,R1796,EHZ,2026-09-12T19:07:59.996000Z,2026-09-12 11:07 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,691.6,623.1,0.812,3.04
AM_romig_traffic_2026-09-12__492,AM_romig_traffic_2026-09-12,20260914_130342,492,AM,R1796,EHZ,2026-09-12T19:24:59.996000Z,2026-09-12 11:24 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,849.2,802.1,0.892,2.62
AM_romig_traffic_2026-09-12__524,AM_romig_traffic_2026-09-12,20260914_130342,524,AM,R1796,EHZ,2026-09-12T19:56:59.996000Z,2026-09-12 11:56 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,795.9,752.5,0.894,5.01
AM_romig_traffic_2026-09-12__535,AM_romig_traffic_2026-09-12,20260914_130342,535,AM,R1796,EHZ,2026-09-12T20:09:59.996000Z,2026-09-12 12:09 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,671.2,617.2,0.846,1.98
AM_romig_traffic_2026-09-12__540,AM_romig_traffic_2026-09-12,20260914_130342,540,AM,R1796,EHZ,2026-09-12T20:14:59.996000Z,2026-09-12 12:14 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,1425.9,1376.1,0.931,5.48
AM_romig_traffic_2026-09-12__603,AM_romig_traffic_2026-09-12,20260914_130342,603,AM,R1796,EHZ,2026-09-12T21:17:59.996000Z,2026-09-12 13:17 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,895.0,707.8,0.626,1.18
AM_romig_traffic_2026-09-12__653,AM_romig_traffic_2026-09-12,20260914_130342,653,AM,R1796,EHZ,2026-09-12T22:07:59.996000Z,2026-09-12 14:07 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,960.4,919.5,0.917,3.97
AM_romig_traffic_2026-09-12__694,AM_romig_traffic_2026-09-12,20260914_130342,694,AM,R1796,EHZ,2026-09-12T22:48:59.996000Z,2026-09-12 14:48 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,590.3,528.8,0.802,1.65
AM_romig_traffic_2026-09-12__715,AM_romig_traffic_2026-09-12,20260914_130342,715,AM,R1796,EHZ,2026-09-12T23:09:59.996000Z,2026-09-12 15:09 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,725.3,661.9,0.833,0.8
AM_romig_traffic_2026-09-12__743,AM_romig_traffic_2026-09-12,20260914_130342,743,AM,R1796,EHZ,2026-09-12T23:37:59.996000Z,2026-09-12 15:37 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,649.4,587.9,0.819,6.34
AM_romig_traffic_2026-09-12__789,AM_romig_traffic_2026-09-12,20260914_130342,789,AM,R1796,EHZ,2026-09-13T00:23:59.996000Z,2026-09-12 16:23 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,920.5,864.1,0.881,2.38
AM_romig_traffic_2026-09-12__848,AM_romig_traffic_2026-09-12,20260914_130342,848,AM,R1796,EHZ,2026-09-13T01:25:59.996000Z,2026-09-12 17:25 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,850.2,781.6,0.845,4.78
AM_romig_traffic_2026-09-12__862,AM_romig_traffic_2026-09-12,20260914_130342,862,AM,R1796,EHZ,2026-09-13T01:39:59.996000Z,2026-09-12 17:39 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,728.7,683.0,0.878,1.58
AM_romig_traffic_2026-09-12__907,AM_romig_traffic_2026-09-12,20260914_130342,907,AM,R1796,EHZ,2026-09-13T02:24:59.996000Z,2026-09-12 18:24 Sat,1,Traffic,time of day,timeofday:America/Anchorage:day7-19:night1-5,,939.0,899.0,0.917,1.59
AM_romig_traffic_2026-09-12__3,AM_romig_traffic_2026-09-12,20260914_130342,3,AM,R1796,EHZ,2026-09-12T09:03:59.996000Z,2026-09-12 01:03 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,807.8,781.6,0.936,17.25
AM_romig_traffic_2026-09-12__20,AM_romig_traffic_2026-09-12,20260914_130342,20,AM,R1796,EHZ,2026-09-12T09:20:59.996000Z,2026-09-12 01:20 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,1120.4,1107.0,0.976,29.24
AM_romig_traffic_2026-09-12__48,AM_romig_traffic_2026-09-12,20260914_130342,48,AM,R1796,EHZ,2026-09-12T09:48:59.996000Z,2026-09-12 01:48 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,878.3,860.5,0.96,22.92
AM_romig_traffic_2026-09-12__56,AM_romig_traffic_2026-09-12,20260914_130342,56,AM,R1796,EHZ,2026-09-12T09:56:59.996000Z,2026-09-12 01:56 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,1580.8,1404.2,0.789,3.12
AM_romig_traffic_2026-09-12__69,AM_romig_traffic_2026-09-12,20260914_130342,69,AM,R1796,EHZ,2026-09-12T10:09:59.996000Z,2026-09-12 02:09 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,1225.2,1211.0,0.977,42.65
AM_romig_traffic_2026-09-12__82,AM_romig_traffic_2026-09-12,20260914_130342,82,AM,R1796,EHZ,2026-09-12T10:22:59.996000Z,2026-09-12 02:22 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,792.9,770.9,0.945,17.56
AM_romig_traffic_2026-09-12__102,AM_romig_traffic_2026-09-12,20260914_130342,102,AM,R1796,EHZ,2026-09-12T10:42:59.996000Z,2026-09-12 02:42 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,432.1,415.9,0.927,58.29
AM_romig_traffic_2026-09-12__114,AM_romig_traffic_2026-09-12,20260914_130342,114,AM,R1796,EHZ,2026-09-12T10:54:59.996000Z,2026-09-12 02:54 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,690.5,672.0,0.947,12.78
AM_romig_traffic_2026-09-12__115,AM_romig_traffic_2026-09-12,20260914_130342,115,AM,R1796,EHZ,2026-09-12T10:55:59.996000Z,2026-09-12 02:55 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,725.6,698.6,0.927,27.39
AM_romig_traffic_2026-09-12__118,AM_romig_traffic_2026-09-12,20260914_130342,118,AM,R1796,EHZ,2026-09-12T10:58:59.996000Z,2026-09-12 02:58 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,804.1,789.4,0.964,39.95
AM_romig_traffic_2026-09-12__136,AM_romig_traffic_2026-09-12,20260914_130342,136,AM,R1796,EHZ,2026-09-12T11:16:59.996000Z,2026-09-12 03:16 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,613.3,595.2,0.942,25.28
AM_romig_traffic_2026-09-12__138,AM_romig_traffic_2026-09-12,20260914_130342,138,AM,R1796,EHZ,2026-09-12T11:18:59.996000Z,2026-09-12 03:18 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,493.9,475.3,0.926,38.35
AM_romig_traffic_2026-09-12__151,AM_romig_traffic_2026-09-12,20260914_130342,151,AM,R1796,EHZ,2026-09-12T11:31:59.996000Z,2026-09-12 03:31 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,754.8,729.7,0.935,34.81
AM_romig_traffic_2026-09-12__159,AM_romig_traffic_2026-09-12,20260914_130342,159,AM,R1796,EHZ,2026-09-12T11:42:59.996000Z,2026-09-12 03:42 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,516.9,499.4,0.934,62.55
AM_romig_traffic_2026-09-12__160,AM_romig_traffic_2026-09-12,20260914_130342,160,AM,R1796,EHZ,2026-09-12T11:43:59.996000Z,2026-09-12 03:43 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,656.3,640.2,0.952,57.24
AM_romig_traffic_2026-09-12__169,AM_romig_traffic_2026-09-12,20260914_130342,169,AM,R1796,EHZ,2026-09-12T11:52:59.996000Z,2026-09-12 03:52 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,449.9,423.3,0.885,33.68
AM_romig_traffic_2026-09-12__172,AM_romig_traffic_2026-09-12,20260914_130342,172,AM,R1796,EHZ,2026-09-12T11:55:59.996000Z,2026-09-12 03:55 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,1217.4,1197.6,0.968,79.26
AM_romig_traffic_2026-09-12__173,AM_romig_traffic_2026-09-12,20260914_130342,173,AM,R1796,EHZ,2026-09-12T11:56:59.996000Z,2026-09-12 03:56 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,633.7,609.6,0.925,75.64
AM_romig_traffic_2026-09-12__184,AM_romig_traffic_2026-09-12,20260914_130342,184,AM,R1796,EHZ,2026-09-12T12:07:59.996000Z,2026-09-12 04:07 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,563.5,521.4,0.856,46.74
AM_romig_traffic_2026-09-12__185,AM_romig_traffic_2026-09-12,20260914_130342,185,AM,R1796,EHZ,2026-09-12T12:08:59.996000Z,2026-09-12 04:08 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,624.5,554.0,0.787,19.23
AM_romig_traffic_2026-09-12__192,AM_romig_traffic_2026-09-12,20260914_130342,192,AM,R1796,EHZ,2026-09-12T12:15:59.996000Z,2026-09-12 04:15 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,599.2,580.9,0.94,18.36
AM_romig_traffic_2026-09-12__194,AM_romig_traffic_2026-09-12,20260914_130342,194,AM,R1796,EHZ,2026-09-12T12:17:59.996000Z,2026-09-12 04:17 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,1658.8,1630.0,0.966,25.09
AM_romig_traffic_2026-09-12__211,AM_romig_traffic_2026-09-12,20260914_130342,211,AM,R1796,EHZ,2026-09-12T12:34:59.996000Z,2026-09-12 04:34 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,1186.6,1164.1,0.962,65.71
AM_romig_traffic_2026-09-12__215,AM_romig_traffic_2026-09-12,20260914_130342,215,AM,R1796,EHZ,2026-09-12T12:38:59.996000Z,2026-09-12 04:38 Sat,1,Traffic,night burst,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,,1083.2,1002.9,0.857,24.23
AM_romig_traffic_2026-09-12__946,AM_romig_traffic_2026-09-12,20260914_130342,946,AM,R3130,EHZ,2026-09-12T09:03:59.995000Z,2026-09-12 01:03 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,569.0,544.9,0.917,2.46
AM_romig_traffic_2026-09-12__963,AM_romig_traffic_2026-09-12,20260914_130342,963,AM,R3130,EHZ,2026-09-12T09:20:59.995000Z,2026-09-12 01:20 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,585.2,562.3,0.923,4.94
AM_romig_traffic_2026-09-12__972,AM_romig_traffic_2026-09-12,20260914_130342,972,AM,R3130,EHZ,2026-09-12T09:29:59.995000Z,2026-09-12 01:29 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,215.7,186.2,0.745,0.15
AM_romig_traffic_2026-09-12__988,AM_romig_traffic_2026-09-12,20260914_130342,988,AM,R3130,EHZ,2026-09-12T09:45:59.995000Z,2026-09-12 01:45 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,221.2,192.3,0.755,1.58
AM_romig_traffic_2026-09-12__990,AM_romig_traffic_2026-09-12,20260914_130342,990,AM,R3130,EHZ,2026-09-12T09:47:59.995000Z,2026-09-12 01:47 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,282.3,257.9,0.835,6.14
AM_romig_traffic_2026-09-12__997,AM_romig_traffic_2026-09-12,20260914_130342,997,AM,R3130,EHZ,2026-09-12T09:54:59.995000Z,2026-09-12 01:54 Sat,0,Noise,time of day,timeofday:America/Anchorage:day7-19:night1-5,,207.3,181.1,0.763,0.22
